"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"celltype_0_broadtype"	"celltype_0_score"
784	"tabulasapiens "	"Large Intestine"	"CA7,BEST4,GUCA2A,SPIB,CA4,KRT20,MSLN,HES4,KRT19,FRMD1"	"paneth cell of epithelium of large intestine"	"epithelial cell"	NA	NA	"KRT20,FRMD1,SPIB,KRT19,MSLN,CA4,BEST4,GUCA2A,CA7,HES4"	"Enterocyte"	"CL:0000584"	"enterocyte"	"GUCA2A,BEST4,FRMD1,KRT20,KRT19,CA7,HES4,SPIB"	"Enterocyte"	"CL:0000584"	"enterocyte"	"SPIB,KRT20,CA7,FRMD1,GUCA2A,KRT19"	"Enterocyte"	"CL:0000584"	"enterocyte"	"KRT20,MSLN,KRT19,FRMD1"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"HES4,MSLN"	"Mesothelial cells"	"CL:0000077"	"mesothelial cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5
785	"tabulasapiens "	"Large Intestine"	"HLA-DRA,CD74,CD79A,HLA-DPB1,HLA-DPA1,TNFRSF13C,MS4A1,BANK1,LAPTM5,CD83"	"b cell"	"B cell"	"B cell"	"CL:0000236"	"HLA-DRA,CD83,HLA-DPA1,HLA-DPB1,LAPTM5,MS4A1,CD74,BANK1,TNFRSF13C,CD79A"	"B cell"	"CL:0000236"	"B cell"	"HLA-DPA1,LAPTM5,CD79A,CD83,MS4A1,CD74,HLA-DRA,BANK1"	"B cell"	"CL:0000236"	"B cell"	"HLA-DPB1,MS4A1,HLA-DPA1,CD79A,TNFRSF13C,LAPTM5"	"B cell"	"CL:0000236"	"B cell"	"CD79A,LAPTM5,HLA-DPA1,HLA-DRA"	"B cell"	"CL:0000236"	"B cell"	"MS4A1,LAPTM5"	"B cells"	"CL:0000822"	"B-2 B cell"	"B cell"	1	"B cell"	1	"B cell"	1	"b cell"	1	"B cell"	1
786	"tabulasapiens "	"Large Intestine"	"MKI67,TK1,PCLAF,CENPW,UBE2C,CENPF,TOP2A,TYMS,HELLS,MAD2L1"	"transit amplifying cell of large intestine"	"epithelial cell"	"transit amplifying cell of colon"	"CL:0009011"	"MKI67,CENPF,MAD2L1,TK1,PCLAF,TYMS,HELLS,UBE2C,TOP2A,CENPW"	"Proliferating cell"	"CL:4033068"	"cycling B cell"	"UBE2C,TK1,MAD2L1,MKI67,TOP2A,TYMS,CENPF,PCLAF"	"Proliferating cell"	"CL:4033068"	"cycling B cell"	"MKI67,PCLAF,MAD2L1,HELLS,TK1,UBE2C"	"Proliferating cell"	"CL:4033068"	"cycling B cell"	"MKI67,HELLS,CENPW,UBE2C"	"Proliferating cell"	"CL:4033068"	"cycling B cell"	"TYMS,HELLS"	"Proliferating cells"	"CL:4033073"	"cycling monocyte"	"Proliferating cell"	0	"Proliferating cell"	0	"Proliferating cell"	0	"proliferating cell"	0	"Proliferating cell"	0
787	"tabulasapiens "	"Large Intestine"	"TPSB2,TPSAB1,CPA3,IL1RL1,GATA2,HPGDS,MS4A2,LTC4S,FCER1G,TYROBP"	"mast cell"	"mast cell"	"mast cell"	"CL:0000097"	"TYROBP,GATA2,FCER1G,TPSB2,HPGDS,MS4A2,IL1RL1,LTC4S,TPSAB1,CPA3"	"Mast cell"	"CL:0000097"	"mast cell"	"IL1RL1,TPSAB1,TPSB2,HPGDS,GATA2,MS4A2,LTC4S,CPA3"	"Mast cell"	"CL:0000097"	"mast cell"	"TPSAB1,GATA2,TYROBP,MS4A2,IL1RL1,LTC4S"	"Mast cell"	"CL:0000097"	"mast cell"	"GATA2,HPGDS,LTC4S,FCER1G"	"Mast cell"	"CL:0000097"	"mast cell"	"TPSB2,TYROBP"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"mast cell"	1	"mast cell"	1	"mast cell"	1	"myeloid cell"	1	"mast cell"	1
788	"tabulasapiens "	"Large Intestine"	"CLDN5,PECAM1,CAVIN2,VWF,ACKR1,LIFR,PCAT19,PLVAP,EGFL7,CLEC14A"	"gut endothelial cell"	"endothelial cell"	"gut endothelial cell"	"CL:0000131"	"PLVAP,CLEC14A,VWF,PCAT19,ACKR1,PECAM1,EGFL7,LIFR,CAVIN2,CLDN5"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"PCAT19,CLEC14A,PLVAP,ACKR1,VWF,PECAM1,LIFR,EGFL7"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"EGFL7,PCAT19,PECAM1,LIFR,CAVIN2,ACKR1"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"EGFL7,PCAT19,PECAM1,VWF"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"PECAM1,CAVIN2"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
789	"tabulasapiens "	"Large Intestine"	"RNU6ATAC,RF00100-4,MIR320A,AC020911.2,CABYR,DLL4,HIST2H4B,FOXQ1,SNORD3A,MYCL"	"intestinal crypt stem cell of large intestine"	"stem cell"	"intestinal crypt stem cell of large intestine"	"CL:0009016"	"DLL4,MYCL,AC020911.2,RNU6ATAC,FOXQ1,HIST2H4B,SNORD3A,RF00100-4,CABYR,MIR320A"	"unknown"	"CL:0000747"	"cyanophore"	"CABYR,MIR320A,SNORD3A,RNU6ATAC,DLL4,MYCL,HIST2H4B,FOXQ1"	"unknown"	"CL:0000747"	"cyanophore"	"MIR320A,RF00100-4,AC020911.2,HIST2H4B,FOXQ1,DLL4"	"unknown"	"CL:0000747"	"cyanophore"	"RNU6ATAC,MYCL,AC020911.2,MIR320A"	"unknown"	"CL:0000747"	"cyanophore"	"CABYR,FOXQ1"	"Epithelial cells"	"CL:1001573"	"nasopharyngeal epithelial cell"	"unknown"	0	"unknown"	0	"unknown"	0	"epithelial cell"	0	"unknown"	0
790	"tabulasapiens "	"Large Intestine"	"CHGA,CRYBA2,SCGN,SCG5,GCG,SCG2,CACNA1A,CPE,CHGB,FEV"	"intestinal enteroendocrine cell"	"endocrine cell"	"intestinal enteroendocrine cell"	"CL:1001516"	"FEV,CRYBA2,CPE,SCGN,SCG5,CHGA,GCG,CACNA1A,CHGB,SCG2"	"Enteroendocrine cell"	"CL:0000164"	"enteroendocrine cell"	"SCGN,SCG2,GCG,CRYBA2,CACNA1A,FEV,CPE,CHGA"	"Enteroendocrine cell"	"CL:0000164"	"enteroendocrine cell"	"SCG5,CRYBA2,CHGB,SCGN,CACNA1A,SCG2"	"Enteroendocrine cell"	"CL:0000164"	"enteroendocrine cell"	"SCG2,FEV,SCGN,CACNA1A"	"Enteroendocrine cell"	"CL:0000164"	"enteroendocrine cell"	"CRYBA2,SCGN"	"Enteroendocrine cells"	"CL:0000164"	"enteroendocrine cell"	"endocrine cell"	1	"endocrine cell"	1	"endocrine cell"	1	"epithelial cell"	1	"endocrine cell"	1
791	"tabulasapiens "	"Large Intestine"	"C5AR1,CD163,S100A9,IL1B,C1QA,TYROBP,C1QB,S100A8,C1QC,FCGR2A"	"neutrophil"	"myeloid cell"	"neutrophil"	"CL:0000775"	"C1QB,FCGR2A,C5AR1,C1QA,CD163,IL1B,C1QC,TYROBP,S100A8,S100A9"	"Macrophage"	"CL:0000235"	"macrophage"	"TYROBP,IL1B,S100A8,C1QA,C5AR1,C1QB,FCGR2A,CD163"	"Macrophage"	"CL:0000235"	"macrophage"	"S100A9,IL1B,TYROBP,C1QC,S100A8,C5AR1"	"Macrophage"	"CL:0000235"	"macrophage"	"C1QB,C5AR1,S100A9,FCGR2A"	"Macrophage"	"CL:0000235"	"macrophage"	"C1QC,C1QB"	"Macrophages"	"CL:1001603"	"lung macrophage"	"Myeloid cell"	0.5	"Myeloid cell"	0.5	"Myeloid cell"	0.5	"myeloid cell"	0.5	"Myeloid cell"	0.5
792	"tabulasapiens "	"Large Intestine"	"SH2D6,TRPM5,BMX,HCK,SH2D7,B4GALNT4,ITPRID1,POU2F3,SNORA80E,OGDHL"	"intestinal tuft cell"	"epithelial cell"	"intestinal tuft cell"	"CL:0019032"	"BMX,B4GALNT4,ITPRID1,OGDHL,SH2D6,SH2D7,HCK,POU2F3,SNORA80E,TRPM5"	"Tuft cell"	"CL:0002204"	"tuft cell"	"HCK,SNORA80E,POU2F3,SH2D6,TRPM5,ITPRID1,OGDHL,SH2D7"	"Tuft cell"	"CL:0002204"	"tuft cell"	"TRPM5,ITPRID1,SH2D7,POU2F3,SNORA80E,BMX"	"Tuft cell"	"CL:0002204"	"tuft cell"	"SNORA80E,HCK,BMX,SH2D7"	"unknown"	"CL:0000747"	"cyanophore"	"BMX,SH2D6"	"Tuft cells"	"CL:0002204"	"tuft cell"	"epithelial cell"	1	"epithelial cell"	1	"unknown"	0	"epithelial cell"	1	"epithelial cell"	1
793	"tabulasapiens "	"Large Intestine"	"MTND1P23,UGT2B17,RPL10P9,MT1G,ADH1C,PIGR,AL450405.1,CD24,LGALS4,CA2"	"immature enterocyte"	"epithelial cell"	"vacuolated fetal-type enterocyte"	"CL:0009067"	"MT1G,AL450405.1,ADH1C,CA2,MTND1P23,RPL10P9,PIGR,UGT2B17,CD24,LGALS4"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"LGALS4,AL450405.1,CA2,RPL10P9,ADH1C,MTND1P23,MT1G,PIGR"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"LGALS4,AL450405.1,UGT2B17,PIGR,MTND1P23,CD24"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"ADH1C,AL450405.1,MTND1P23,CD24"	"unknown"	"CL:0000747"	"cyanophore"	"AL450405.1,PIGR"	"Epithelial cells"	"CL:1001573"	"nasopharyngeal epithelial cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"unknown"	0	"epithelial cell"	0.5	"epithelial cell"	0.5
794	"tabulasapiens "	"Large Intestine"	"ALDH1B1,ASCL2,PTPRO,LGR5,NOS2,RPL41P5,SMOC2,CDCA7,AP003774.4,AQP1"	"intestinal crypt stem cell"	"stem cell"	"intestinal crypt stem cell"	"CL:0002250"	"ALDH1B1,PTPRO,LGR5,CDCA7,AP003774.4,RPL41P5,AQP1,NOS2,SMOC2,ASCL2"	"Stem cell"	"CL:0000034"	"stem cell"	"ASCL2,SMOC2,ALDH1B1,LGR5,PTPRO,AQP1,AP003774.4,CDCA7"	"Stem cell"	"CL:0000034"	"stem cell"	"AP003774.4,RPL41P5,PTPRO,NOS2,LGR5,SMOC2"	"Stem cell"	"CL:0000034"	"stem cell"	"SMOC2,NOS2,AP003774.4,CDCA7"	"unknown"	"CL:0000747"	"cyanophore"	"SMOC2,NOS2"	"Stromal cells"	"CL:0000499"	"stromal cell"	"stem cell"	1	"stem cell"	1	"unknown"	0	"stromal cell"	0	"stem cell"	1
795	"tabulasapiens "	"Large Intestine"	"MTND1P23,SLC26A3,CEACAM7,MTCO1P12,AP001034.1,CLCA4,MTRNR2L12,MTCO3P12,CEACAM1,MTCO1P40"	"mature enterocyte"	"epithelial cell"	"enterocyte"	"CL:0000584"	"MTND1P23,MTCO1P12,CEACAM7,MTCO3P12,CLCA4,SLC26A3,AP001034.1,CEACAM1,MTRNR2L12,MTCO1P40"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"MTND1P23,CEACAM7,MTCO1P40,CLCA4,CEACAM1,AP001034.1,SLC26A3,MTCO1P12"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"MTRNR2L12,AP001034.1,MTCO3P12,MTND1P23,MTCO1P40,MTCO1P12"	"unknown"	"CL:0000747"	"cyanophore"	"AP001034.1,MTCO1P40,MTND1P23,CEACAM1"	"unknown"	"CL:0000747"	"cyanophore"	"CLCA4,CEACAM1"	"Epithelial cells"	"CL:1001573"	"nasopharyngeal epithelial cell"	"epithelial cell"	0.5	"unknown"	0	"unknown"	0	"epithelial cell"	0.5	"epithelial cell"	0.5
796	"tabulasapiens "	"Large Intestine"	"AC114801.3,FP671120.5,RNU1-1,RNU6-6P,MTCO2P2,RNU1-4,MTATP8P2,RNU1-2,MTRNR2L1,MTRNR2L8"	"goblet cell"	"epithelial cell"	"goblet cell"	"CL:0000160"	"AC114801.3,MTRNR2L1,RNU1-4,FP671120.5,RNU1-1,MTATP8P2,MTRNR2L8,RNU6-6P,RNU1-2,MTCO2P2"	"unknown"	"CL:0000747"	"cyanophore"	"MTRNR2L1,RNU1-1,FP671120.5,MTATP8P2,MTCO2P2,MTRNR2L8,RNU1-4,RNU1-2"	"unknown"	"CL:0000747"	"cyanophore"	"RNU6-6P,MTATP8P2,MTCO2P2,RNU1-2,RNU1-1,MTRNR2L8"	"unknown"	"CL:0000747"	"cyanophore"	"MTRNR2L1,RNU1-1,RNU6-6P,RNU1-2"	"unknown"	"CL:0000747"	"cyanophore"	"RNU1-4,AC114801.3"	"unknown"	"CL:0000747"	"cyanophore"	"unknown"	0	"unknown"	0	"unknown"	0	"unknown"	0	"unknown"	0
797	"tabulasapiens "	"Liver"	"HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DRB5,HLA-DRB1,MS4A7,CD74,C1QC,GPR183,HLA-DQB1"	"macrophage"	"Myeloid cell"	"macrophage"	"CL:0000235"	"HLA-DQB1,CD74,HLA-DRB5,C1QC,HLA-DRB1,HLA-DPB1,HLA-DPA1,HLA-DRA,GPR183,MS4A7"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	"HLA-DQB1,HLA-DPA1,CD74,HLA-DRA,MS4A7,C1QC,HLA-DRB1,HLA-DRB5"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	"HLA-DQB1,HLA-DRB5,HLA-DRB1,MS4A7,HLA-DPB1,CD74"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"CD74,HLA-DPA1,HLA-DRB1,HLA-DQB1"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"GPR183,HLA-DQB1"	"B cells"	"CL:0000822"	"B-2 B cell"	"macrophage"	0	"myeloid cell"	0.5	"myeloid cell"	0.5	"b cell"	0	"macrophage"	0
798	"tabulasapiens "	"Liver"	"LILRA5,FCN1,S100A4,COTL1,S100A6,S100A8,S100A12,STXBP2,APOBEC3A,MNDA"	"monocyte"	"Myeloid cell"	"monocyte"	"CL:0000576"	"APOBEC3A,STXBP2,S100A4,FCN1,MNDA,S100A8,S100A12,LILRA5,COTL1,S100A6"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"S100A4,MNDA,LILRA5,S100A8,STXBP2,APOBEC3A,S100A6,S100A12"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"LILRA5,MNDA,STXBP2,COTL1,S100A4,APOBEC3A"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"MNDA,S100A6,FCN1,STXBP2"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"STXBP2,MNDA"	"Macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	0.5	"myeloid cell"	1
799	"tabulasapiens "	"Liver"	"FCN3,CRHBP,PTPRB,FLT1,TIMP3,GNG11,DNASE1L3,TM4SF1,HSPG2,IL33"	"endothelial cell of hepatic sinusoid"	"endothelial cell"	"endothelial cell of hepatic sinusoid"	"CL:1000398"	"DNASE1L3,FLT1,GNG11,FCN3,PTPRB,TIMP3,TM4SF1,CRHBP,IL33,HSPG2"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	"TIMP3,FLT1,DNASE1L3,IL33,CRHBP,TM4SF1,HSPG2,PTPRB"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	"HSPG2,TM4SF1,IL33,FLT1,PTPRB,DNASE1L3"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"TIMP3,FLT1,GNG11,TM4SF1"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"CRHBP,HSPG2"	"Liver sinusoidal endothelial cells"	"CL:1000398"	"endothelial cell of hepatic sinusoid"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1
800	"tabulasapiens "	"Liver"	"FCER1A,CD1E,NAPSB,P2RY14,PLD4,XCR1,SPIB,CD1C,WFDC21P,CLEC9A"	"liver dendritic cell"	"immune cell"	"liver dendritic cell"	"CL:2000055"	"XCR1,CLEC9A,WFDC21P,CD1E,SPIB,CD1C,NAPSB,PLD4,FCER1A,P2RY14"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"CLEC9A,NAPSB,XCR1,FCER1A,CD1E,WFDC21P,PLD4,SPIB"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"CLEC9A,SPIB,NAPSB,XCR1,PLD4,FCER1A"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"CD1C,SPIB,P2RY14,PLD4"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"SPIB,CD1C"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
801	"tabulasapiens "	"Liver"	"GZMA,NKG7,CD7,CD69,IL2RB,KLRD1,CD247,TRDC,XCL1,KLRB1"	"nk cell"	"T/NK cell"	"natural killer cell"	"CL:0000623"	"CD7,CD247,CD69,TRDC,IL2RB,KLRD1,KLRB1,XCL1,GZMA,NKG7"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"CD69,CD247,TRDC,NKG7,KLRB1,CD7,KLRD1,GZMA"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"KLRB1,CD7,XCL1,CD69,CD247,NKG7"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"KLRB1,CD69,IL2RB,XCL1"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"IL2RB,GZMA"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
802	"tabulasapiens "	"Liver"	"ACTA2,MYL9,RGS5,TPM2,COL3A1,COL1A2,SOD3,ID4,NDUFA4L2,MAP1B"	"fibroblast"	"stromal cell"	"fibroblast"	"CL:0000057"	"MAP1B,SOD3,RGS5,ACTA2,MYL9,COL1A2,ID4,NDUFA4L2,TPM2,COL3A1"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	"NDUFA4L2,COL1A2,ACTA2,SOD3,MYL9,RGS5,TPM2,ID4"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	"RGS5,NDUFA4L2,SOD3,COL3A1,MYL9,ID4"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	"COL1A2,RGS5,ID4,ACTA2"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	"SOD3,COL1A2"	"Hepatic stellate cells"	"CL:0000632"	"hepatic stellate cell"	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5
803	"tabulasapiens "	"Liver"	"CYP3A5,PCK1,TAT,ALDOB,ACSM2B,ADH1B,CPS1,MAT1A,ECHDC2,TTR"	"hepatocyte"	"hepatocyte"	"hepatocyte"	"CL:0000182"	"TTR,ADH1B,TAT,CPS1,CYP3A5,MAT1A,ECHDC2,ACSM2B,PCK1,ALDOB"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"PCK1,TTR,CYP3A5,ALDOB,MAT1A,ADH1B,CPS1,ECHDC2"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"CYP3A5,ADH1B,ECHDC2,TAT,PCK1,ACSM2B"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"CPS1,CYP3A5,ACSM2B,MAT1A"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"CPS1,ACSM2B"	"Hepatocytes"	"CL:0005026"	"hepatoblast"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
804	"tabulasapiens "	"Liver"	"KRT7,CXCL6,KRT19,EPCAM,FGFR2,FXYD2,TACSTD2,BICC1,CHST4,SOX9"	"intrahepatic cholangiocyte"	"epithelial cell"	"intrahepatic cholangiocyte"	"CL:0002538"	"FXYD2,KRT7,BICC1,CXCL6,SOX9,KRT19,EPCAM,TACSTD2,CHST4,FGFR2"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	"KRT7,KRT19,CXCL6,CHST4,BICC1,TACSTD2,SOX9,FXYD2"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	"EPCAM,SOX9,BICC1,CXCL6,FXYD2,TACSTD2"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	"FGFR2,KRT19,BICC1,FXYD2"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	"SOX9,EPCAM"	"Cholangiocytes"	"CL:0002538"	"intrahepatic cholangiocyte"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
805	"tabulasapiens "	"Liver"	"IL7R,CD3D,CD3E,CD3G,TRAC,CD2,BCL11B,GPR171,TRAT1,SPOCK2"	"t cell"	"t/nk cell"	"T cell"	"CL:0000084"	"GPR171,BCL11B,TRAC,CD3E,SPOCK2,CD2,CD3G,CD3D,IL7R,TRAT1"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"CD3D,TRAT1,CD3G,SPOCK2,CD2,CD3E,IL7R,BCL11B"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"CD3E,SPOCK2,IL7R,CD3D,CD3G,BCL11B"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"BCL11B,CD2,TRAC,CD3E"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"CD3D,BCL11B"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
806	"tabulasapiens "	"Liver"	"MTRNR2L12,AL512646.1,FTH1P20,FP671120.5,FCGR3B,MTRNR2L8,FAM177B,MTCO2P2,CD177,CXCR1"	"neutrophil"	"myeloid cell"	"neutrophil"	"CL:0000775"	"MTRNR2L12,AL512646.1,FAM177B,CXCR1,FTH1P20,FCGR3B,MTRNR2L8,CD177,FP671120.5,MTCO2P2"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"CD177,FCGR3B,MTRNR2L8,FP671120.5,CXCR1,MTRNR2L12,AL512646.1,FAM177B"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"FCGR3B,AL512646.1,MTRNR2L8,FAM177B,FTH1P20,CXCR1"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"FCGR3B,FP671120.5,FAM177B,MTRNR2L12"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"AL512646.1,FAM177B"	"unknown"	"CL:0000747"	"cyanophore"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"unknown"	0	"myeloid cell"	1
807	"tabulasapiens "	"Liver"	"FCRL5,CD79A,POU2AF1,TNFRSF17,TNFRSF13B,MZB1,HLA-DOB,PNOC,CD27,LINC01781"	"plasma cell"	"B cell"	"plasma cell"	"CL:0000786"	"FCRL5,PNOC,MZB1,CD79A,TNFRSF17,POU2AF1,CD27,LINC01781,TNFRSF13B,HLA-DOB"	"B cells"	"CL:0000822"	"B-2 B cell"	"PNOC,MZB1,HLA-DOB,FCRL5,TNFRSF13B,POU2AF1,CD79A,LINC01781"	"B cells"	"CL:0000822"	"B-2 B cell"	"HLA-DOB,MZB1,TNFRSF17,LINC01781,FCRL5,CD79A"	"B cells"	"CL:0000822"	"B-2 B cell"	"LINC01781,HLA-DOB,MZB1,TNFRSF13B"	"B cells"	"CL:0000822"	"B-2 B cell"	"CD27,TNFRSF17"	"Plasma cells"	"CL:0000786"	"plasma cell"	"b cell"	0.5	"b cell"	0.5	"b cell"	0.5	"B cell"	1	"b cell"	0.5
808	"tabulasapiens "	"Liver"	"HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,HEMGN,GYPB,SPTA1,TRIM58"	"erythrocyte"	"erythrocyte"	"erythrocyte"	"CL:0000232"	"TRIM58,SLC4A1,HEMGN,ALAS2,SPTA1,HBM,AHSP,GYPB,HBD,CA1"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"TRIM58,SLC4A1,HBM,ALAS2,CA1,SPTA1,HEMGN,AHSP"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"AHSP,ALAS2,TRIM58,SLC4A1,CA1,HBM"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"GYPB,ALAS2,HEMGN,HBM"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"HBD,ALAS2"	"Erythrocytes"	"CL:0002357"	"fetal derived definitive erythrocyte"	"erythrocyte"	1	"erythrocyte"	1	"erythrocyte"	1	"erythrocyte"	1	"erythrocyte"	1
809	"tabulasapiens "	"Liver"	"DAAM2,IL1R2,GLDN,ALOX15B,SLC1A3,FMN1,CD163,VSIG4,RBP7,TMIGD3"	"endothelial cell"	"endothelial cell"	"endothelial cell"	"CL:0000115"	"SLC1A3,IL1R2,ALOX15B,RBP7,CD163,DAAM2,TMIGD3,FMN1,GLDN,VSIG4"	"Macrophages"	"CL:1001603"	"lung macrophage"	"CD163,VSIG4,TMIGD3,SLC1A3,IL1R2,ALOX15B,RBP7,FMN1"	"Macrophages"	"CL:1001603"	"lung macrophage"	"CD163,TMIGD3,GLDN,VSIG4,ALOX15B,DAAM2"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	"TMIGD3,IL1R2,DAAM2,RBP7"	"unknown"	"CL:0000747"	"cyanophore"	"FMN1,VSIG4"	"Kupffer cells"	"CL:0000091"	"Kupffer cell"	"myeloid cell"	0	"macrophage"	0	"unknown"	0	"macrophage"	0	"myeloid cell"	0
