"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0_broadtype"	"celltype_0_score"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"marker_1"	"celltype_1_anno"	"celltype_1_CLID"	"celltype_1_CLname"	"celltype_1_broadtype"	"celltype_1_score"
11	"Azimuth"	"PBMC"	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1"	"CD8+ Naive T"	"T/NK cell"	"naive thymus-derived CD8-positive, alpha-beta T cell"	"CL:0000900"	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1"	"Naive CD8+ T cells"	"CL:0000898"	"naive T cell"	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1,ENSG00000294548,MTURN"	"Naive CD8+ T cells"	"CL:0000898"	"naive T cell"	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1,ENSG00000261141,ENSG00000284600,CSNK1G3,ENSG00000225559"	"Naive CD8+ T cells"	"CL:0000898"	"naive T cell"	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1,RPL32P9,ENSG00000298452,ENSG00000307237,LPCAT1,ENSG00000288737,HSFY3P"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1,ENSG00000294863,BTG4,ENSG00000251623,ENSG00000299174,ENSG00000303894,PLA2G4F,RN7SL748P,ENSG00000251730"	"Naive CD8+ T cells"	"CL:0000898"	"naive T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1,ADNP2,ENSG00000254548,ENSG00000302186,ENSG00000302947,ENSG00000298661,KNDC1,ADH1B,RPL12P30,ENSG00000269826,MIR3141"	"Naive CD8+ T cells"	"CL:0000898"	"naive T cell"	"t/nk cell"	1
12	"Azimuth"	"PBMC"	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2"	"CD8+ Proliferating T"	"T/NK cell"	NA	NA	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2"	"Proliferating CD8+ T cells"	"CL:4033074"	"cycling CD8-positive, alpha-beta T cell"	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2,ENSG00000297162,ENSG00000293033"	"Proliferating CD8+ T cells"	"CL:4033074"	"cycling CD8-positive, alpha-beta T cell"	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2,ENSG00000300544,ENSG00000306565,LINC01813,ENSG00000255366"	"Proliferating CD8+ T cells"	"CL:4033074"	"cycling CD8-positive, alpha-beta T cell"	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2,MBD3,Y_RNA,ENSG00000287259,PSMC1P3,ENSG00000301621,PDRG1"	"Proliferating CD8+ T cells"	"CL:4033074"	"cycling CD8-positive, alpha-beta T cell"	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2,SMBD1P,ZDHHC9,ENSG00000254840,ENSG00000230922,PMS2P12,CEP192P1,LSP1P1,LINC03009"	"Proliferating CD8+ T cells"	"CL:4033074"	"cycling CD8-positive, alpha-beta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2,LINC02419,ENSG00000285755,SRP14P3,TIAM1,ENSG00000310357,RPS12P27,ENSG00000300591,ENSG00000286408,HNRNPA3P3,ENSG00000296184"	"Proliferating CD8+ T cells"	"CL:4033074"	"cycling CD8-positive, alpha-beta T cell"	"t/nk cell"	1
13	"Azimuth"	"PBMC"	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB"	"CD8+ Central Memory T"	"T/NK cell"	"central memory CD8-positive, alpha-beta T cell"	"CL:0000907"	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB,ENSG00000237094,ENSG00000297338"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB,ENSG00000299519,RNU4-18P,HYI,SNORD21"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB,ENSG00000225056,NFYC,DYDC1,HORMAD2-AS1,DYNAPP1,ENSG00000299089"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB,FAM200A,ENSG00000300682,ENSG00000289089,ENSG00000275634,ENSG00000286613,LINC01394,DUXAP3,ENSG00000236724"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB,ENSG00000227444,CSNK2A2,ENSG00000308773,ENSG00000167046,ZNF74,ENSG00000301386,TPRKB,ENSG00000296259,ENSG00000204584,ENSG00000297964"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"t/nk cell"	1
14	"Azimuth"	"PBMC"	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2"	"CD8+ Effector Memory T"	"T/NK cell"	"effector memory CD8-positive, alpha-beta T cell"	"CL:0000913"	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2"	"Cytotoxic CD8+ T cells"	"CL:0000794"	"CD8-positive, alpha-beta cytotoxic T cell"	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2,GART,KLF12"	"Cytotoxic CD8+ T cells"	"CL:0000794"	"CD8-positive, alpha-beta cytotoxic T cell"	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2,ZNF160,EEF1A1P22,SH3BP4,SPRR1A"	"Effector CD8+ T cells"	"CL:0001050"	"effector CD8-positive, alpha-beta T cell"	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2,ENSG00000297027,STKLD1,RBISP5,TMPRSS3,LINC00431,ENSG00000260568"	"CD8+ T cells"	"CL:4052032"	"granzyme H-associated CD8 T cell"	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2,FAM199X,EXOGP1,ENSG00000307615,ENSG00000308156,DHFRP2,RPL21P120,ENSG00000279587,ENSG00000280207"	"Effector CD8+ T cells"	"CL:0001050"	"effector CD8-positive, alpha-beta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2,ENSG00000298710,ENSG00000301002,TMEM255B,LEFTY2,ENSG00000262560,ENSG00000263089,ENSG00000308159,MMP23A,KANSL1L-AS1,Metazoa_SRP"	"Cytotoxic CD8+ T cells"	"CL:0000794"	"CD8-positive, alpha-beta cytotoxic T cell"	"t/nk cell"	1
15	"Azimuth"	"PBMC"	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6"	"AXL+ Dendritic Cell"	"Dendritic cell"	NA	NA	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6,ENSG00000302503,ENSG00000299839"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6,CADM1-AS1,Y_RNA,ENSG00000301230,OR4F16"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6,FKBP6P2,VN1R33P,ENSG00000290743,ZIM3,PCDHGC3,ENSG00000280893"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6,SNORD115-3,ENSG00000308928,LNCPRESS1,TMEM255A,TRAV37,SNORD114-9,ENSG00000230498,ENSG00000260945"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"dendritic cell"	1	"dendritic cell"	1	"dendritic cell"	1	"dendritic cell"	1	"dendritic cell"	1	"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6,JMJD1C-AS2,ENSG00000290789,TMEM14EP,ENSG00000299502,DENR,SPESP1,ENSG00000259039,ENSG00000300049,ENSG00000307039,PRR13"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"dendritic cell"	1
16	"Azimuth"	"PBMC"	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2"	"Conventional Dendritic Cell 1"	"Myeloid cell"	"conventional dendritic cell"	"CL:0000990"	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2"	"Conventional dendritic cells type 1"	"CL:0000990"	"conventional dendritic cell"	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2,ENSG00000252329,PNMA3"	"Conventional dendritic cells type 1"	"CL:0000990"	"conventional dendritic cell"	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2,ENSG00000307115,ENSG00000308153,ATP5F1D,ENSG00000295527"	"Conventional dendritic cells type 1"	"CL:0000990"	"conventional dendritic cell"	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2,TRIM61,OSER1-DT,ENSG00000303306,ENSG00000272334,ATP2B1-AS1,CISD2"	"Conventional dendritic cells type 1"	"CL:0000990"	"conventional dendritic cell"	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2,BCL2L2-PABPN1,HMGB1P7,ENSG00000234703,ENSG00000286305,LPIN2,ENSG00000302015,CLVS2,ENSG00000296438"	"Conventional dendritic cells type 1"	"CL:0000990"	"conventional dendritic cell"	"antigen presenting cell"	1	"antigen presenting cell"	1	"antigen presenting cell"	1	"antigen presenting cell"	1	"antigen presenting cell"	1	"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2,EPHA8,RN7SL218P,RPL21P17,EXOC3L4,TAF11L7,EMILIN2,ENSG00000291112,ENSG00000294298,ENSG00000288108,EQTN"	"Conventional dendritic cells type 1"	"CL:0000990"	"conventional dendritic cell"	"antigen presenting cell"	1
17	"Azimuth"	"PBMC"	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3"	"Conventional Dendritic Cell 2"	"Myeloid cell"	"conventional dendritic cell"	"CL:0000990"	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3"	"Conventional dendritic cells type 2"	"CL:0000990"	"conventional dendritic cell"	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3,RNU1-141P,LINC02948"	"Conventional dendritic cells type 2"	"CL:0000990"	"conventional dendritic cell"	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3,ENSG00000302874,LYPD3,ENSG00000215263,ENSG00000289013"	"Conventional dendritic cells type 2"	"CL:0000990"	"conventional dendritic cell"	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3,ENSG00000303641,ENSG00000271343,ENSG00000258773,SSBP4,ENSG00000302297,PAFAH2"	"Conventional dendritic cells type 2"	"CL:0000990"	"conventional dendritic cell"	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3,ENSG00000279666,ENSG00000295101,ENSG00000299167,ENSG00000300611,NOL4L,HS6ST2-AS1,ENSG00000260996,ENSG00000279067"	"Conventional dendritic cells type 2"	"CL:0000990"	"conventional dendritic cell"	"antigen presenting cell"	1	"antigen presenting cell"	1	"antigen presenting cell"	1	"antigen presenting cell"	1	"antigen presenting cell"	1	"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3,TNPO3P1,ENSG00000267088,ENSG00000295560,ZNF101,Vault,IGHVIII-38-1,ENSG00000309753,ENSG00000270811,ENSG00000261654,SPRING1P1"	"Conventional dendritic cells type 2"	"CL:0000990"	"conventional dendritic cell"	"antigen presenting cell"	1
18	"Azimuth"	"PBMC"	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3"	"Plasmacytoid Dendritic Cell"	"Dendritic cell"	"plasmacytoid dendritic cell"	"CL:0000784"	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3,LINC02229,ENSG00000309221"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3,ENSG00000260555,SLC30A1,CCT6P4,CA5BP1"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3,RNU2-48P,ENSG00000179028,C12orf71BP,TTC3,ENSG00000298972,ENSG00000287420"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3,ENSG00000262011,YY1AP1,LINC00703,ELOCP30,ENSG00000296466,RSL24D1P6,RNU4ATAC8P,ENSG00000294902"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"dendritic cell"	1	"dendritic cell"	1	"dendritic cell"	1	"dendritic cell"	1	"dendritic cell"	1	"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3,ENSG00000310027,ENSG00000297365,CTBP1-DT,USP8,ENSG00000295156,ITLN1,ENSG00000298706,OLIG3,STK35,AHSA1"	"Plasmacytoid dendritic cells"	"CL:0000784"	"plasmacytoid dendritic cell"	"dendritic cell"	1
19	"Azimuth"	"PBMC"	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1"	"CD14+ Monocyte"	"Myeloid cell"	"CD14-positive monocyte"	"CL:0001054"	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1"	"Classical monocytes"	"CL:0000860"	"classical monocyte"	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1,CRLF3P1,ENSG00000235147"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1,DUXB,ENSG00000295414,ENSG00000287570,ENSG00000296722"	"Classical monocytes"	"CL:0000860"	"classical monocyte"	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1,BLMH,ENSG00000271495,ST13P15,ENSG00000228391,ENSG00000301370,RPL23AP12"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1,AGAP3,CYYR1,ENSG00000308398,NTRK1,RN7SKP260,ENSG00000306468,ENSG00000294320,ENSG00000304271"	"Classical monocytes"	"CL:0000860"	"classical monocyte"	"myeloid cell"	0.5	"myeloid cell"	1	"myeloid cell"	0.5	"myeloid cell"	1	"myeloid cell"	0.5	"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1,RCBTB1,ARHGAP33,ZNF334,FAM53C,KCNQ5,ENSG00000276997,ENSG00000240861,ENSG00000265139,ENSG00000310331,ENSG00000230027"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"myeloid cell"	1
20	"Azimuth"	"PBMC"	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4"	"CD16+ Monocyte"	"Myeloid cell"	NA	NA	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4"	"Non-classical monocytes"	"CL:0000875"	"non-classical monocyte"	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4,KRASP1,TAF11L10"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4,ENSG00000225335,ENSG00000226506,ENSG00000307858,ENSG00000234638"	"Non-classical monocytes"	"CL:0000875"	"non-classical monocyte"	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4,ENSG00000232471,ENSG00000302159,PCGF6,CAMKV,ENSG00000213981,LRRC37A12P"	"NK cells"	"CL:0000825"	"pro-NK cell"	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4,LINC00474,ENSG00000293818,RNU1-86P,ENSG00000297988,SLC30A7,ENSG00000292994,RNA5SP172,SIDT1-AS1"	"Non-classical monocytes"	"CL:0000875"	"non-classical monocyte"	"monocyte"	0	"myeloid cell"	1	"monocyte"	0	"t/nk cell"	0	"monocyte"	0	"CDKN1C, FCGR3A, PTPRC, LST1, IER5, MS4A7, RHOC, IFITM3, AIF1, HES4,TRMU,ENSG00000305214,ENSG00000269069,ODAD2,VKORC1P1,ENSG00000238854,ENSG00000284513,ENSG00000294135,ENSG00000278942,OR7E129P"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	0
21	"Azimuth"	"PBMC"	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1"	"CD56-dim Natural Killer"	"T/NK cell"	"CD16-positive, CD56-dim natural killer cell, human"	"CL:0000939"	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1,PPP4R2,ENSG00000298656"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1,ENSG00000306514,GOLGA8IP,ENSG00000236431,ENSG00000304296"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1,STX10,MIR5684,ENSG00000290119,ENSG00000261421,RPL29P17,ENSG00000254208"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1,TRDD2,CALM2P1,ENSG00000299117,ENSG00000298185,ENSG00000298449,ENSG00000270082,ENSG00000269106,ENSG00000237844"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	0.5	"t/nk cell"	0.5	"t/nk cell"	0.5	"t/nk cell"	0.5	"t/nk cell"	0.5	"GNLY, TYROBP, NKG7, FCER1G, GZMB, TRDC, PRF1, FGFBP2, SPON2, KLRF1,ENSG00000280384,Y_RNA,ENSG00000298657,POPDC3,ENSG00000297756,TBC1D3C,MIR6086,PKDREJ,ENSG00000293901,ENSG00000297106"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	0.5
22	"Azimuth"	"PBMC"	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM"	"Proliferating Natural Killer"	"T/NK cell"	NA	NA	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM"	"Proliferating NK cells"	"CL:0000825"	"pro-NK cell"	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM,TNNC2,DLG2"	"Proliferating NK cells"	"CL:0000825"	"pro-NK cell"	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM,MIR636,MIR6787,ENSG00000308690,LRP8-DT"	"Proliferating NK cells"	"CL:0000825"	"pro-NK cell"	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM,MIR559,EPCIP,STRADBP1,ENSG00000287787,PPP1R26-AS1,ENSG00000232710"	"Proliferating NK cells"	"CL:0000825"	"pro-NK cell"	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM,ENSG00000272545,ENSG00000286180,ENSG00000277041,OR5P3,ADPRM,ENSG00000259681,RNU6-686P,MRPS33P4"	"Proliferating NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM,SEPTIN2P1,ENSG00000308868,MTX2P1,FAM136FP,FLJ38576,ZNF710,ENSG00000286610,Metazoa_SRP,IL9RP5,FAM167B"	"Proliferating NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	1
23	"Azimuth"	"PBMC"	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A"	"CD56-bright Natural Killer"	"T/NK cell"	"CD16-negative, CD56-bright natural killer cell, human"	"CL:0000938"	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A"	"NK cells"	"CL:0000825"	"pro-NK cell"	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A,ENSG00000301498,ENSG00000278153"	"NK cells"	"CL:0000825"	"pro-NK cell"	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A,ENSG00000278097,RNU7-153P,TRGV9,CWF19L2"	"NK cells"	"CL:0000825"	"pro-NK cell"	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A,CHPF,PPP3CA,CHCHD2,ENSG00000229588,CNTNAP1,RARB"	"NK cells"	"CL:0000825"	"pro-NK cell"	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A,MANCR,ENSG00000302701,CYP4A44P,MAGOH3P,AIFM1P1,ENSG00000284620,ENSG00000302556,ENSG00000273786"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	0.5	"t/nk cell"	0.5	"t/nk cell"	0.5	"t/nk cell"	0.5	"t/nk cell"	0.5	"XCL2, FCER1G, SPINK2, TRDC, KLRC1, XCL1, SPTSSB, PPP1R9A, NCAM1, TNFRSF11A,RACGAP1,TRIM8-DT,ENSG00000284808,CEP55,FGF7P1,RBMX2P3,VN1R96P,ENSG00000266897,DEPDC7,RNY3P14"	"NK cells"	"CL:0000825"	"pro-NK cell"	"t/nk cell"	0.5
